ID,Jurisdiction,State,District_Type,District_Number,Candidate_Name,Party,Total_Amount,Total_For,Total_Against,PAC_Name,PAC_Type,PAC_ID,ID_Type,Citation_URL
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,MI,U.S. House,8,Elissa Slotkin,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135444,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2096
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,NM,U.S. House,2,Xochitl Torres Small,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135445,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2097
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,VA,U.S. House,7,Abigail Spanberger,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135446,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2098
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,MI,U.S. House,11,Haley Stevens,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135447,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2099
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,OH,U.S. House,10,Desiree Tims,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135448,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2100
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,NY,U.S. House,20,Paul Tonko,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135449,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2101
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,IL,U.S. House,14,Lauren A Underwood,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135450,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2102
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,VA,U.S. House,5,Cameron Webb,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135451,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2103
SIERRA CLUB POLITICAL COMMITTEE_1500,Federal Office,VA,U.S. House,10,Jennifer Wexton,D,1500.00,1500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135452,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2104
SIERRA CLUB POLITICAL COMMITTEE_1000,Federal Office,PA,U.S. House,7,Susan Wild,D,1000.00,1000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135453,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2105
SIERRA CLUB POLITICAL COMMITTEE_4000,Federal Office,KS,U.S. Senate,,Barbara Bollier,D,4000.00,4000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135454,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2106
SIERRA CLUB POLITICAL COMMITTEE_2500,Federal Office,DE,U.S. Senate,,Tom Carper,D,2500.00,2500.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135455,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2107
SIERRA CLUB POLITICAL COMMITTEE_4083,Federal Office,NC,U.S. Senate,,Cal Cunningham,D,4083.00,4083.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135456,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2108
SIERRA CLUB POLITICAL COMMITTEE_4017,Federal Office,IL,U.S. Senate,,Dick Durbin,D,4017.00,4017.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135457,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2109
SIERRA CLUB POLITICAL COMMITTEE_4126,Federal Office,ME,U.S. Senate,,Sara Gideon,D,4126.00,4126.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135458,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2110
SIERRA CLUB POLITICAL COMMITTEE_4422,Federal Office,CO,U.S. Senate,,John Hickenlooper,D,4422.00,4422.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135459,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2111
SIERRA CLUB POLITICAL COMMITTEE_4000,Federal Office,AZ,U.S. Senate,,Mark Kelly,D,4000.00,4000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135460,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2112
SIERRA CLUB POLITICAL COMMITTEE_4000,Federal Office,NM,U.S. Senate,3,Ben Ray Lujan,D,4000.00,4000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135461,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2113
SIERRA CLUB POLITICAL COMMITTEE_4126,Federal Office,MA,U.S. Senate,,Ed Markey,D,4126.00,4126.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135462,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2114
SIERRA CLUB POLITICAL COMMITTEE_2000,Federal Office,OR,U.S. Senate,,Jeff Merkley,D,2000.00,2000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135463,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2115
SIERRA CLUB POLITICAL COMMITTEE_4142,Federal Office,GA,U.S. Senate,,Jon Ossoff,D,4142.00,4142.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135464,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2116
SIERRA CLUB POLITICAL COMMITTEE_2569,Federal Office,MI,U.S. Senate,,Gary Peters,D,2569.00,2569.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135465,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2117
SIERRA CLUB POLITICAL COMMITTEE_2000,Federal Office,VA,U.S. Senate,,Mark Warner,D,2000.00,2000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135466,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2118
SIERRA CLUB POLITICAL COMMITTEE_-2000,Federal Office,MA,U.S. Senate,,Elizabeth Warren,D,-2000.00,-2000.00,0.00,SIERRA CLUB POLITICAL COMMITTEE,PAC,C00135467,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00135368&cycle=2119
DEMOCRATIC CONSERVATION ALLIANCE PAC_2500,Federal Office,All,President,,Joe Biden,D,2500.00,2500.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657452,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657452
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,GA,U.S. House,7,Carolyn Bourdeaux,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657453,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657453
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,CO,U.S. House,3,Diane Mitsch Bush,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657454,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657454
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,PA,U.S. House,8,Matt Cartwright,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657455,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657455
DEMOCRATIC CONSERVATION ALLIANCE PAC_2000,Federal Office,CA,U.S. House,39,Gil Cisneros,D,2000.00,2000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657456,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657456
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,CA,U.S. House,21,TJ Cox,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657457,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657457
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,TX,U.S. House,21,Wendy Davis,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657458,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657458
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,PA,U.S. House,10,Eugene DePasquale,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657459,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657459
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,MN,U.S. House,1,Daniel Feehan,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657460,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657460
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,NY,U.S. House,2,Jacqueline Gordon,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657461,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657461
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,IN,U.S. House,5,Christina Hale,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657462,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657462
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,IA,U.S. House,2,Rita Hart,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657463,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657463
DEMOCRATIC CONSERVATION ALLIANCE PAC_2000,Federal Office,CA,U.S. House,25,Katie Hill,D,2000.00,2000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657464,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657464
DEMOCRATIC CONSERVATION ALLIANCE PAC_2000,Federal Office,NV,U.S. House,4,Steven Horsford,D,2000.00,2000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657465,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657465
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,PA,U.S. House,6,Chrissy Houlahan,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657466,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657466
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,CA,U.S. House,49,Mike Levin,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657467,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657467
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,IL,U.S. House,13,Betsy Dirksen Londrigan,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657468,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657468
DEMOCRATIC CONSERVATION ALLIANCE PAC_2000,Federal Office,WA,U.S. House,3,Carolyn Long,D,2000.00,2000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657469,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657469
DEMOCRATIC CONSERVATION ALLIANCE PAC_2000,Federal Office,UT,U.S. House,4,Ben McAdams,D,2000.00,2000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657470,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657470
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,FL,U.S. House,26,Debbie Mucarsel-Powell,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657471,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657471
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,AZ,U.S. House,1,Tom O'Halleran,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657472,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657472
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,MI,U.S. House,3,Hillary Scholten,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657473,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657473
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,MO,U.S. House,2,Jill Schupp,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657474,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657474
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,NJ,U.S. House,11,Mikie Sherrill,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657475,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657475
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,NM,U.S. House,2,Xochitl Torres Small,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657476,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657476
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,AZ,U.S. House,6,Hiral Tipirneni,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657477,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657477
DEMOCRATIC CONSERVATION ALLIANCE PAC_1000,Federal Office,IL,U.S. House,14,Lauren A Underwood,D,1000.00,1000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657478,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657478
DEMOCRATIC CONSERVATION ALLIANCE PAC_2500,Federal Office,KS,U.S. Senate,,Barbara Bollier,D,2500.00,2500.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657479,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657479
DEMOCRATIC CONSERVATION ALLIANCE PAC_2500,Federal Office,NC,U.S. Senate,,Cal Cunningham,D,2500.00,2500.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657480,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657480
DEMOCRATIC CONSERVATION ALLIANCE PAC_5000,Federal Office,ME,U.S. Senate,,Sara Gideon,D,5000.00,5000.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657481,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657481
DEMOCRATIC CONSERVATION ALLIANCE PAC_2500,Federal Office,IA,U.S. Senate,,Theresa Greenfield,D,2500.00,2500.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657482,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657482
DEMOCRATIC CONSERVATION ALLIANCE PAC_2500,Federal Office,CO,U.S. Senate,,John Hickenlooper,D,2500.00,2500.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657483,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657483
DEMOCRATIC CONSERVATION ALLIANCE PAC_2500,Federal Office,AZ,U.S. Senate,,Mark Kelly,D,2500.00,2500.00,0.00,DEMOCRATIC CONSERVATION ALLIANCE PAC,PAC,C00657484,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00657484
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,CA,U.S. House,44,Nanette Barragan,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581785,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2020
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,OR,U.S. House,3,Earl Blumenauer,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581786,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2021
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,OR,U.S. House,1,Suzanne Bonamici,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581787,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2022
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,CA,U.S. House,24,Salud Carbajal,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581788,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2023
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,PA,U.S. House,8,Matt Cartwright,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581789,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2024
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,IL,U.S. House,6,Sean Casten,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581790,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2025
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,CA,U.S. House,39,Gil Cisneros,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581791,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2026
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,NJ,U.S. House,12,Bonnie Coleman,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581792,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2027
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,CO,U.S. House,6,Jason Crow,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581793,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2028
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,WA,U.S. House,1,Suzan DelBene,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581794,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2029
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,CA,U.S. House,11,Mark Desaulnier,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581795,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2030
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,TX,U.S. House,35,Lloyd Doggett,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581796,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2031
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,AZ,U.S. House,3,Raul M Grijalva,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581797,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2032
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,PA,U.S. House,6,Chrissy Houlahan,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581798,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2033
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,WA,U.S. House,7,Pramila Jayapal,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581799,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2034
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,IL,U.S. House,8,Raja Krishnamoorthi,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581800,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2035
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,NH,U.S. House,2,Ann Kuster,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581801,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2036
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,RI,U.S. House,2,Jim Langevin,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581802,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2037
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,CA,U.S. House,49,Mike Levin,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581803,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2038
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,MA,U.S. House,2,James P McGovern,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581804,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2039
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,CA,U.S. House,9,Jerry McNerney,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581805,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2040
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,NY,U.S. House,25,Joseph D Morelle,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581806,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2041
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,CO,U.S. House,2,Joseph Neguse,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581807,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2042
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_500,Federal Office,MN,U.S. House,5,Ilhan Omar,D,500.00,500.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581808,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2043
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,ME,U.S. House,1,Chellie Pingree,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581809,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2044
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,NC,U.S. House,4,David Price,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581810,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2045
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,IL,U.S. House,5,Mike Quigley,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581811,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2046
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,DE,U.S. House,1,Lisa Blunt Rochester,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581812,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2047
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,CA,U.S. House,48,Harley Rouda,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581813,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2048
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,CA,U.S. House,36,Raul Ruiz,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581814,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2049
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,IL,U.S. House,10,Brad Schneider,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581815,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2050
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_5000,Federal Office,WA,U.S. House,8,Kim Schrier,D,5000.00,5000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581816,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2051
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_1000,Federal Office,FL,U.S. House,9,Darren Soto,D,1000.00,1000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581817,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2052
SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC_2000,Federal Office,NY,U.S. House,20,Paul Tonko,D,2000.00,2000.00,0.00,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC,PAC,C00581818,FEC,https://www.opensecrets.org/pacs/lookup2.php?strID=C00581785&cycle=2053
